Test,Outcome,coef,se_household,p_household,ci_low,ci_high,n
2018-2020 linear differential cohort trend,Total employment,-0.5533005877559758,0.32467470550017713,0.0883495076289909,-1.1896513172274714,0.08305014171551994,111684
2018-2020 linear differential cohort trend,Formal employment,-0.06212012926723874,0.4139777007123358,0.8807198783972073,-0.8735015130661185,0.7492612545316409,111684
2018-2020 linear differential cohort trend,Informal employment,-0.49118045848873676,0.3160023223701569,0.12009925642992421,-1.1105336293652601,0.12817271238778666,111684
2018-2020 linear differential cohort trend,Retired and outside the labor force,0.05079371221270913,0.03714933575162372,0.17153613756836728,-0.02201764791005957,0.12360507233547784,111684
2018-2020 linear differential cohort trend,Unemployed or otherwise inactive,0.5025068755431341,0.3232830779131569,0.12009223409723095,-0.13111631397790968,1.136130065064178,111684
