Recall interval,Comparison,Reform comparison,coef,se_household,p_household,ci_low,ci_high,n,r2
1,2021 vs 2023,True,20.988151336055214,1.4903964455647023,4.8822576471849413e-45,18.067027980061887,23.90927469204854,8599,0.21649576767573175
1,2021 vs 2024,True,5.308841069028883,1.4630257408895808,0.00028488252001652314,2.4413633084302755,8.17631882962749,8448,0.12459411990223124
2,2022 vs 2023,True,16.6365354957479,3.1358659068494386,1.1252204493420069e-07,10.490351257975965,22.782719733519833,2890,0.2610764415337036
2,2020 vs 2022,False,7.765435125280238,3.319850069073232,0.019330666587405152,1.2586485558238918,14.272221694736583,2580,0.16816399216607825
3,2019 vs 2021,False,-5.335411240025569,4.617994025493662,0.2479460786178872,-14.38651321081429,3.7156907307631526,2028,0.18036626011347656
